"DATE","Floday","Sedday","Orgnday","Orgpday","No3day","Nh3day","No2day","Minpday","Cbodday","Disoxday","Chladay","Solpstday","Srbpstday","Bactpday","Bactlpday","Cmtl1day","Cmtl2day","Cmtl3day","salt1","salt2","salt3","salt4","salt5","salt6","salt7","salt8","salt9","salt10"
1/15/2000,101524.69620,0.00000,0.00000,0.00000,778.28832,22.51310,0.00000,434.67074,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1/16/2000,97966.41080,0.00000,0.00000,0.00000,681.25842,21.94448,0.00000,427.34348,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1/17/2000,104250.19140,0.00000,0.00000,0.00000,650.72969,23.58661,0.00000,463.16871,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1/18/2000,100124.09450,0.00000,0.00000,0.00000,553.68624,22.87836,0.00000,452.91849,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1/19/2000,96830.78780,0.00000,0.00000,0.00000,596.47765,22.34370,0.00000,445.83661,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1/20/2000,99139.88790,0.00000,0.00000,0.00000,673.15984,23.09959,0.00000,464.47037,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1/21/2000,98382.80590,0.00000,0.00000,0.00000,680.21872,23.14456,0.00000,468.86434,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1/22/2000,102168.21590,0.00000,0.00000,0.00000,719.05990,24.26495,0.00000,495.15096,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1/23/2000,93953.87620,0.00000,0.00000,0.00000,672.89766,22.52544,0.00000,462.92417,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1/24/2000,108376.28830,0.00000,0.00000,0.00000,789.62964,26.22706,0.00000,542.73297,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1/25/2000,87745.80380,0.00000,0.00000,0.00000,650.19641,21.43191,0.00000,446.50079,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1/26/2000,91455.50560,0.00000,0.00000,0.00000,658.47964,22.54378,0.00000,472.75964,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1/27/2000,95165.20740,0.00000,0.00000,0.00000,665.20480,23.67235,0.00000,499.61734,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1/28/2000,98572.07640,0.00000,0.00000,0.00000,712.28182,24.74159,0.00000,507.36456,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1/29/2000,96149.41400,0.00000,0.00000,0.00000,717.46693,24.34984,0.00000,485.00512,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1/30/2000,94445.97950,0.00000,0.00000,0.00000,727.04515,24.13095,0.00000,466.69806,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
1/31/2000,97247.18290,0.00000,0.00000,0.00000,771.55915,25.06546,0.00000,470.53744,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/1/2000,101221.86340,0.00000,0.00000,0.00000,826.98262,26.31768,0.00000,479.35782,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/2/2000,106218.60460,0.00000,0.00000,0.00000,1251.78626,774.33363,0.00000,492.09562,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/3/2000,104060.92090,0.00000,0.00000,0.00000,1602.53818,1415.22852,0.00000,471.39597,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/4/2000,97663.57800,0.00000,0.00000,0.00000,1421.98170,232.43932,0.00000,453.99612,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/5/2000,111896.71960,0.00000,0.00000,0.00000,1535.22299,206.44945,0.00000,533.42765,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/6/2000,99745.55350,0.00000,0.00000,0.00000,1284.72273,130.66668,0.00000,487.32828,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/7/2000,98382.80590,0.00000,0.00000,0.00000,1184.52898,76.24667,0.00000,492.33567,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/8/2000,94938.08280,0.00000,0.00000,0.00000,1063.30653,22.78514,0.00000,486.35424,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/9/2000,99783.40760,0.00000,0.00000,0.00000,1062.69329,23.94802,0.00000,523.00760,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/10/2000,106710.70790,0.00000,0.00000,0.00000,1077.77815,25.61057,0.00000,571.96939,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/11/2000,106672.85380,0.00000,0.00000,0.00000,939.57450,25.60148,0.00000,537.17401,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/12/2000,99253.45020,0.00000,0.00000,0.00000,745.98893,23.82083,0.00000,467.62554,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/13/2000,99821.26170,0.00000,0.00000,0.00000,621.28753,23.95710,0.00000,437.93014,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/14/2000,98420.66000,0.00000,0.00000,0.00000,485.41070,23.62096,0.00000,399.86908,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/15/2000,102622.46510,0.00000,0.00000,0.00000,373.54577,24.62939,0.00000,383.66142,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/16/2000,98723.49280,0.00000,0.00000,0.00000,505.95790,23.69364,0.00000,337.07021,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/17/2000,134987.72060,0.00000,0.00000,0.00000,892.26883,32.39705,0.00000,417.11206,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/18/2000,192677.36900,0.00000,0.00000,0.00000,1290.55302,46.24257,0.00000,649.32273,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/19/2000,121246.68230,0.00000,0.00000,0.00000,822.77999,29.09920,0.00000,442.55039,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/20/2000,111253.19990,0.00000,0.00000,0.00000,764.75450,26.70077,0.00000,437.22508,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/21/2000,123328.65780,0.00000,0.00000,0.00000,858.61412,29.59888,0.00000,519.21365,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/22/2000,111972.42780,0.00000,0.00000,0.00000,789.40562,26.87338,0.00000,502.75620,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/23/2000,109095.51620,0.00000,0.00000,0.00000,1328.23791,26.18292,0.00000,520.38561,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/24/2000,107127.10300,0.00000,0.00000,0.00000,1853.29888,25.71050,0.00000,540.99187,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/25/2000,99896.96990,0.00000,0.00000,0.00000,1541.21045,23.97527,0.00000,507.33390,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/26/2000,137561.79940,0.00000,0.00000,0.00000,1864.78775,33.01483,0.00000,702.54776,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/27/2000,105688.64720,0.00000,0.00000,0.00000,1234.86615,25.36528,0.00000,542.78670,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/28/2000,111821.01140,0.00000,0.00000,0.00000,1097.18776,26.83704,0.00000,577.47565,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
2/29/2000,102319.63230,0.00000,0.00000,0.00000,812.41788,24.55671,0.00000,531.33123,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/1/2000,98723.49280,0.00000,0.00000,0.00000,929.97530,23.69364,0.00000,515.47767,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/2/2000,109209.07850,0.00000,0.00000,0.00000,1190.37896,26.21018,0.00000,573.34766,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/3/2000,99859.11580,0.00000,0.00000,0.00000,1098.45027,23.96619,0.00000,561.06557,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/4/2000,106710.70790,0.00000,0.00000,0.00000,1184.48886,25.61057,0.00000,638.89225,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/5/2000,99783.40760,0.00000,0.00000,0.00000,1117.57417,23.94802,0.00000,634.19483,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/6/2000,106370.02100,0.00000,0.00000,0.00000,1201.98124,25.52881,0.00000,715.26241,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/7/2000,101600.40440,0.00000,0.00000,0.00000,1158.24461,24.38410,0.00000,720.63715,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/8/2000,99669.84530,0.00000,0.00000,0.00000,1275.77402,23.92076,0.00000,743.67943,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/9/2000,101146.15520,0.00000,0.00000,0.00000,1436.27540,24.27508,0.00000,791.97440,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/10/2000,101978.94540,0.00000,0.00000,0.00000,1368.55745,25.49474,0.00000,813.50062,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/11/2000,114773.63120,0.00000,0.00000,0.00000,1450.73870,27.54567,0.00000,932.45377,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/12/2000,114205.81970,0.00000,0.00000,0.00000,1354.48102,26.26734,0.00000,944.64528,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/13/2000,109133.37030,0.00000,0.00000,0.00000,1209.19774,24.00934,0.00000,918.74707,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/14/2000,114584.36070,0.00000,0.00000,0.00000,1180.21892,24.06272,0.00000,981.49690,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/15/2000,98534.22230,0.00000,0.00000,0.00000,756.25016,21.18486,0.00000,858.51460,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/16/2000,108641.26700,0.00000,0.00000,0.00000,548.63840,23.90108,0.00000,962.56163,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/17/2000,101676.11260,0.00000,0.00000,0.00000,520.78505,20.77098,0.00000,869.62127,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/18/2000,105234.39800,0.00000,0.00000,0.00000,546.58746,19.84420,0.00000,867.73278,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/19/2000,197560.54790,0.00000,0.00000,0.00000,1040.35385,34.14975,0.00000,1568.34852,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/20/2000,139908.75360,0.00000,0.00000,0.00000,746.83293,21.98566,0.00000,1067.70366,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/21/2000,112275.26060,0.00000,0.00000,0.00000,607.40916,15.87893,0.00000,822.33609,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/22/2000,109057.66210,0.00000,0.00000,0.00000,833.20054,13.71011,0.00000,765.27319,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/23/2000,104818.00290,0.00000,0.00000,0.00000,1034.55369,11.52998,0.00000,703.32880,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/24/2000,94483.83360,0.00000,0.00000,0.00000,930.47679,9.58336,0.00000,629.66726,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/25/2000,113789.42460,0.00000,0.00000,0.00000,1118.09489,10.56616,0.00000,753.12343,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/26/2000,129309.60560,0.00000,0.00000,0.00000,1267.75137,10.89895,0.00000,849.93356,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/27/2000,114697.92300,0.00000,0.00000,0.00000,1121.97508,8.68427,0.00000,748.64973,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/28/2000,106899.97840,0.00000,0.00000,0.00000,1043.34379,7.17757,0.00000,692.86457,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/29/2000,107278.51940,0.00000,0.00000,0.00000,959.60636,6.28346,0.00000,690.41390,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/30/2000,105234.39800,0.00000,0.00000,0.00000,855.55566,5.26172,0.00000,672.44780,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
3/31/2000,103190.27660,0.00000,0.00000,0.00000,867.00470,5.45434,0.00000,698.30334,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
4/1/2000,105461.52260,0.00000,0.00000,0.00000,914.77325,5.87571,0.00000,753.44725,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
