# ID,time_preference,risk_aversion,info_use,benefit,concern,lql,loss_aversion,learning_rate,price_update_rate,flood_risk_updating_risk,community_ID,eco_of_scale_factor,type,sen_commu,tao_factor
31,0.058583177,0.875453401,1,3,3,2,2.300940385,9.45E-06,0.392874876,0.796437438,2,0.963218724,1,0.651494759,0.064324781
32,0.078029085,0.879535188,2,3,3,2,2.187641954,1.19E-05,0.359549776,0.779774888,1,0.756567587,2,0.612671666,0.174615343
33,0.051315294,0.84685236,2,3,3,1,1.680869503,2.82E-05,0.378675412,0.789337706,3,0.84179946,4,0.663301302,0.070777126
34,0.079758257,0.909593156,1,3,3,1,2.716622746,5.81E-05,0.740772833,0.970386417,0,0.952674132,1,0.550579155,0.093709302
35,0.09079488,0.866118583,1,2,3,2,3.109082844,3.35E-05,0.680999789,0.940499894,2,1.167959685,2,0.619129001,0.420556023
36,0.040813901,0.91351047,2,2,3,1,3.050264055,7.03E-06,0.665453459,0.93272673,2,1.229713403,4,0.625966909,0.36267288
37,0.0930297,0.889587161,3,2,2,2,3.180984675,1.44E-05,0.598532962,0.899266481,1,0.96731145,4,0.422040369,0.192694766
38,0.065047035,0.851417724,2,3,3,2,2.727794719,1.06E-05,0.620978438,0.910489219,2,1.085388063,2,0.542001871,0.477599922
39,0.035129215,0.846810033,1,2,3,1,2.733666349,5.38E-06,0.258370776,0.729185388,3,0.895224119,1,0.564145346,0.065500736
40,0.023870953,0.882010606,3,2,3,2,2.708378687,7.66E-06,0.78665145,0.993325725,2,0.798161038,2,0.39661014,0.247434962
41,0.074693323,0.896779748,3,3,2,1,1.525760867,1.82E-05,0.33647092,0.76823546,0,0.870620987,1,0.441808677,0.221701306
42,0.049722984,0.867228653,2,2,3,2,1.66852345,6.67E-06,0.354949459,0.777474729,2,0.863396774,4,0.524834643,0.394482555
43,0.052644456,0.869881996,1,2,2,1,1.995819093,7.76E-06,0.542251226,0.871125613,0,1.090157109,2,0.531585477,0.407839956
44,0.033587145,0.890141996,2,2,3,2,2.751897803,2.35E-05,0.224356292,0.712178146,3,1.030268046,1,0.296126301,0.134092672
45,0.066604001,0.911461735,2,3,3,2,2.998198419,1.03E-05,0.253582711,0.726791356,3,0.920817671,4,0.358420339,0.270393978
46,0.081725938,0.862572077,2,3,2,3,3.06962192,8.86E-06,0.463374176,0.831687088,2,1.236769187,2,0.321917875,0.25051379
47,0.074988925,0.869387012,2,3,3,2,3.259835832,1.30E-05,0.542474016,0.871237008,2,1.180040478,4,0.663784287,0.340840855
48,0.047533483,0.843062147,2,3,2,1,2.177738879,1.85E-05,0.589741405,0.894870703,3,0.817029658,3,0.166952733,0.369214174
49,0.076324281,0.896858353,2,2,3,3,1.554652251,1.64E-05,0.595660643,0.897830321,1,0.836574615,2,0.534608181,0.389609007
50,0.060312061,0.896564688,1,3,2,3,1.711932332,1.44E-05,0.295245895,0.747622948,1,0.99278765,2,0.547266211,0.174211285
51,0.067752539,0.882360922,3,2,3,2,1.88659445,1.30E-05,0.608582241,0.904291121,2,0.932583477,1,0.466989774,0.355866205
52,0.025152061,0.872950295,1,3,2,2,2.006436346,8.95E-06,0.365837018,0.782918509,2,0.822131198,3,0.197991075,0.344794102
53,0.062489702,0.869543788,2,3,2,2,3.282573348,1.40E-05,0.619096894,0.909548447,1,1.063268888,2,0.349670458,0.123175281
54,0.069993692,0.910577921,2,2,3,2,1.699790037,1.57E-05,0.551560075,0.875780037,3,1.157193679,3,0.572648132,0.103548957
55,0.06883866,0.85869289,2,2,2,1,2.254061684,2.41E-05,0.498129586,0.849064793,3,0.996494014,3,0.367394725,0.274263823
56,0.081443534,0.879781312,2,3,3,2,1.523793828,4.52E-06,0.688298494,0.944149247,2,0.908724992,4,0.56536687,0.481884781
57,0.064988492,0.892541503,1,3,3,1,2.689890325,6.76E-06,0.640642662,0.920321331,3,0.798401326,4,0.381079499,0.203173577
58,0.053122244,0.903522278,1,2,2,3,1.566822551,8.50E-06,0.474027606,0.837013803,3,1.107396931,2,0.467408705,0.313370488
59,0.041817363,0.903562825,2,3,2,1,2.746810232,2.13E-06,0.517657312,0.858828656,2,1.117014854,4,0.651388637,0.150715373
60,0.092570079,0.889987847,1,3,2,2,1.869123383,3.44E-06,0.670118115,0.935059058,1,1.026993277,1,0.62259071,0.388070177
61,0.047768526,0.867642952,2,3,3,1,3.295061459,1.42E-05,0.307182749,0.753591375,1,0.955616808,4,0.657174067,0.164792802
62,0.020963477,0.884715363,1,3,3,2,1.611300979,1.42E-05,0.596499092,0.898249546,2,1.176590267,2,0.360131702,0.277680673
63,0.052788308,0.862318562,2,2,3,2,1.803589805,6.33E-06,0.337991356,0.768995678,3,1.031101195,2,0.456512938,0.364584525
64,0.046635232,0.877325651,1,2,2,2,2.752964689,9.85E-06,0.237701903,0.718850951,3,0.91157202,2,0.259176053,0.450906464
65,0.063506844,0.91321028,2,2,3,2,2.42246116,1.61E-05,0.799939434,0.999969717,2,1.183586856,2,0.465472859,0.481681141
66,0.033649445,0.912104016,1,3,2,1,3.308542414,7.90E-06,0.363855452,0.781927726,1,1.142075266,2,0.545912693,0.296246988
67,0.031167336,0.882048709,2,3,3,2,3.142258945,4.77E-05,0.716359009,0.958179504,3,1.061260252,1,0.3812325,0.112380999
68,0.075246511,0.862034238,2,3,3,2,3.145808648,1.38E-05,0.263891409,0.731945705,0,0.837160319,3,0.219776261,0.117182303
69,0.033655495,0.855742889,1,2,2,1,2.407786759,1.47E-05,0.766407207,0.983203603,2,0.902963796,2,0.454265104,0.165878714
70,0.070883281,0.846860189,3,2,3,1,2.524994387,7.41E-06,0.332174166,0.766087083,1,0.805974979,3,0.338899995,0.428322765
71,0.061079631,0.86888275,3,2,3,3,3.207256082,1.74E-05,0.790731306,0.995365653,0,1.131078293,4,0.363869169,0.164426981
72,0.028500364,0.859421591,3,2,3,2,3.052297582,6.56E-06,0.723581828,0.961790914,1,0.981508022,2,0.634073505,0.416428172
73,0.035611254,0.906445254,2,3,3,3,2.285506396,7.90E-06,0.221713922,0.710856961,2,1.247862889,1,0.270398236,0.159586236
74,0.053917922,0.876933873,3,3,3,1,2.186755347,6.51E-06,0.76869226,0.98434613,3,1.062929668,2,0.476752106,0.46816863
75,0.028222966,0.872034762,2,3,3,2,3.461296963,1.64E-05,0.232719929,0.716359964,2,0.909292379,2,0.467476179,0.207492695
76,0.082609819,0.871375682,3,3,3,2,3.255734631,9.65E-06,0.517468924,0.858734462,3,0.815151251,1,0.29043839,0.138467863
77,0.088836203,0.877099182,3,2,2,1,3.432461234,4.62E-06,0.361971043,0.780985522,1,1.098703593,3,0.182054362,0.162987736
78,0.048607789,0.8878906,2,3,2,1,3.353851107,3.83E-06,0.431528372,0.815764186,3,1.12527922,4,0.612540135,0.327220104
79,0.076977266,0.914493212,2,2,3,1,1.648921386,6.97E-06,0.309195067,0.754597533,3,0.85910092,2,0.651571431,0.262979982
80,0.036778815,0.916629146,1,3,2,2,3.49829623,8.47E-06,0.505781631,0.852890816,3,0.828647114,2,0.559192718,0.208246778
81,0.035519919,0.876315165,3,3,3,2,3.298172018,4.02E-06,0.444882488,0.822441244,2,1.199798477,3,0.462838289,0.423872883
82,0.088861867,0.904382056,1,3,3,3,3.293364339,7.67E-06,0.516522683,0.858261342,2,0.988050293,1,0.606833717,0.313368841
83,0.055577219,0.852739571,1,3,2,1,2.95915467,1.63E-05,0.757561589,0.978780794,1,1.21171939,1,0.456395922,0.297375624
84,0.035805906,0.916436983,2,3,2,2,3.362453101,3.19E-06,0.229507901,0.71475395,3,1.127470193,3,0.345940213,0.462737149
85,0.092407981,0.873367077,2,3,3,1,1.521329261,2.82E-05,0.213062654,0.706531327,2,1.201324607,2,0.241983473,0.178627558
86,0.087125378,0.899238217,1,2,3,2,2.049533533,1.86E-05,0.793707075,0.996853537,2,1.063519328,2,0.395668569,0.390740103
87,0.036483036,0.870287474,2,3,2,2,1.858986688,1.21E-05,0.658988172,0.929494086,1,0.771096766,2,0.631223365,0.389178092
88,0.079343364,0.864675524,2,2,3,1,1.668740216,1.90E-05,0.475566035,0.837783017,0,1.173582065,2,0.466614795,0.221200631
89,0.076037118,0.917440674,2,3,3,2,2.044431389,3.83E-06,0.391042328,0.795521164,0,1.193318529,3,0.187397049,0.305519738
90,0.025398843,0.841916756,2,3,3,1,3.270736912,2.01E-05,0.588223071,0.894111536,2,1.004513563,3,0.661896105,0.08413443
91,0.07748985,0.916417034,2,3,3,2,2.634163518,5.07E-06,0.342173951,0.771086976,3,1.214491585,4,0.526362774,0.074277553
92,0.088307907,0.864439244,1,2,3,2,2.238015547,7.47E-06,0.299749246,0.749874623,2,1.131439781,3,0.551648699,0.288858899
93,0.046761267,0.904464504,1,2,3,1,2.462149197,6.71E-06,0.406029914,0.803014957,3,1.244452669,2,0.263538205,0.400625254
94,0.087132332,0.886953037,2,2,2,2,2.345496533,8.95E-06,0.257605695,0.728802848,0,1.086408887,4,0.182826465,0.470304808
95,0.037819889,0.917074927,1,2,2,2,2.881125051,1.07E-05,0.662947148,0.931473574,3,0.929583871,2,0.427556703,0.108457794
96,0.096832064,0.911595473,1,3,3,1,2.262666309,4.10E-06,0.515014984,0.857507492,2,0.963734136,4,0.207714339,0.305970647
97,0.090271293,0.865022669,2,3,3,3,2.433854806,7.09E-06,0.465642127,0.832821063,2,1.204991111,3,0.227450223,0.261225788
98,0.070057276,0.841432503,1,2,3,1,1.952654848,1.31E-05,0.695133143,0.947566571,2,1.235798871,1,0.405729447,0.055355931
99,0.037619805,0.914000218,1,2,2,2,2.570378331,9.62E-06,0.392941442,0.796470721,0,1.158497479,2,0.577805868,0.20170519
100,0.071330218,0.869747462,2,2,3,2,1.715719138,1.16E-05,0.474374069,0.837187035,2,1.178251614,2,0.421596741,0.122982039
101,0.020501177,0.864922826,2,2,2,1,2.969988834,1.26E-05,0.675683246,0.937841623,2,1.232215856,2,0.250677157,0.407428043
102,0.082699544,0.871715369,1,3,3,1,1.617567303,1.31E-05,0.613030321,0.90651516,0,1.080194874,2,0.257073947,0.190046769
103,0.055206985,0.881996818,2,2,3,2,3.458403627,1.15E-05,0.216996433,0.708498217,2,1.049244389,4,0.447528349,0.287839911
104,0.029095307,0.867248994,1,2,2,2,3.353170879,8.06E-06,0.794912771,0.997456385,3,0.757551211,2,0.199849862,0.124541928
105,0.031434732,0.866512694,3,2,3,1,1.663582766,8.51E-06,0.710206845,0.955103422,0,1.090997612,2,0.630536849,0.320891874
106,0.079717774,0.87563137,1,2,2,2,1.631320578,3.96E-05,0.567424178,0.883712089,2,0.943243942,2,0.41623506,0.168337078
107,0.031451527,0.9125787,1,2,3,2,2.349991204,8.90E-06,0.555179006,0.877589503,3,0.802925352,2,0.488281872,0.344335594
108,0.048712311,0.913977389,1,3,3,1,2.294128023,3.51E-06,0.200065548,0.700032774,1,0.840496292,2,0.626621632,0.360146526
109,0.029421534,0.908554889,2,3,3,1,3.188757582,1.92E-05,0.346230161,0.773115081,0,1.07431994,2,0.508599858,0.386668217
110,0.032855069,0.852135507,2,2,2,1,2.95594704,2.38E-05,0.622295681,0.911147841,3,0.821614363,2,0.628212329,0.252743719
111,0.040517567,0.841726505,2,2,3,2,2.483642951,1.55E-05,0.599989655,0.899994828,3,1.233109573,1,0.651240817,0.08771962
112,0.02371512,0.852873396,2,3,3,1,2.974462248,1.07E-05,0.408091728,0.804045864,3,0.841894689,1,0.422142612,0.153039636
113,0.074171243,0.899638249,1,2,2,2,1.504293851,1.08E-05,0.560011425,0.880005713,0,1.028961056,2,0.183898426,0.461001813
114,0.082521439,0.902552946,2,2,2,2,1.971871891,4.63E-06,0.401485176,0.800742588,2,1.019298691,2,0.410988563,0.118570109
115,0.034589176,0.869805738,3,3,3,1,1.771586433,7.21E-06,0.475525043,0.837762522,3,1.065825581,3,0.511717742,0.42161764
116,0.092827432,0.91120838,1,2,3,2,1.639649749,1.19E-05,0.712644395,0.956322197,3,1.239842649,3,0.223091785,0.292254096
117,0.059050321,0.913691117,1,3,3,1,2.344141885,1.75E-05,0.230991926,0.715495963,1,1.028455396,1,0.218324204,0.498260622
118,0.051250031,0.889224792,2,2,2,1,3.362038726,2.59E-06,0.353284919,0.77664246,1,0.777693032,2,0.225686756,0.085178988
119,0.078795601,0.859741366,2,3,3,2,3.119042317,1.54E-05,0.740824202,0.970412101,0,0.818263731,1,0.62169767,0.249205221
120,0.047857058,0.912458096,1,3,2,3,3.238648623,3.95E-06,0.476486992,0.838243496,0,1.007951782,2,0.211856747,0.097993747
121,0.030288816,0.902928392,1,2,3,1,1.78266762,8.22E-06,0.750131682,0.975065841,1,0.81258404,4,0.638443285,0.482854136
122,0.066959034,0.885331194,2,2,3,1,2.984586958,1.60E-05,0.723268772,0.961634386,2,0.990481475,2,0.372539723,0.052085401
123,0.03962113,0.858195183,3,3,3,2,2.184697775,1.02E-05,0.414440441,0.807220221,2,0.89388579,4,0.467449944,0.398709709
124,0.067419782,0.871688883,1,2,3,2,1.672560537,7.56E-06,0.221996967,0.710998483,0,1.008776102,2,0.487273267,0.417786449
125,0.073546543,0.909742192,2,3,3,2,1.523946862,1.04E-05,0.411884602,0.805942301,2,1.042126855,1,0.198326115,0.440912617
126,0.090956066,0.867336829,2,2,3,2,1.70150737,2.65E-06,0.484806443,0.842403222,3,0.77945097,2,0.342213763,0.08799613
127,0.025582629,0.906427355,1,2,3,2,1.505671639,9.36E-06,0.759749679,0.97987484,2,1.014630367,4,0.622835055,0.229902192
128,0.070827382,0.907487349,1,2,2,1,3.421669879,1.29E-05,0.561758989,0.880879495,3,0.832824998,2,0.551767585,0.166941681
129,0.068273091,0.904163647,1,3,2,2,2.396085316,3.65E-06,0.304634616,0.752317308,2,0.764928373,2,0.240750379,0.410030816
130,0.02427825,0.868767759,2,2,3,1,2.633199326,8.27E-06,0.721944922,0.960972461,0,1.232003191,1,0.238576786,0.244136222
131,0.058018531,0.857134342,1,2,3,1,2.009510323,7.00E-06,0.422479584,0.811239792,1,0.807305065,2,0.531164181,0.459791417
132,0.055191125,0.845176309,1,3,3,2,2.235108691,4.98E-06,0.762367462,0.981183731,2,1.140932472,1,0.294536107,0.131831163
133,0.089090297,0.887067246,1,1,3,2,1.863178027,2.25E-05,0.537284465,0.868642232,0,0.797352909,3,0.544079193,0.168711312
134,0.058282283,0.905898354,1,3,3,2,2.57144108,5.77E-06,0.379325798,0.789662899,2,1.063398654,4,0.440684673,0.115492541
135,0.09848956,0.842028143,2,3,2,2,1.618924072,8.03E-06,0.38759621,0.793798105,1,0.803521825,1,0.645801386,0.111230851
136,0.091635616,0.919554213,2,2,2,2,2.429928098,5.87E-06,0.60811458,0.90405729,2,0.822017057,2,0.466377845,0.441181493
137,0.073194275,0.872646651,1,2,3,2,1.662940184,1.29E-05,0.22087874,0.71043937,0,0.762337432,3,0.623161129,0.310867064
138,0.077497655,0.847978831,1,2,2,2,1.961752711,1.93E-05,0.580247469,0.890123735,0,0.920724261,4,0.467815696,0.297437091
139,0.090290728,0.8930278,2,2,2,2,1.698240164,3.18E-06,0.517205789,0.858602895,0,0.953829941,2,0.599499571,0.115229659
140,0.038128693,0.840245972,1,3,2,2,1.761361621,1.26E-05,0.625667968,0.912833984,1,1.15682008,4,0.411658956,0.433864003
141,0.029589977,0.853908111,2,3,3,2,3.08036476,1.54E-05,0.235532904,0.717766452,2,1.228651477,1,0.409073591,0.329924809
142,0.064849742,0.918114964,2,2,2,1,1.565128974,6.54E-06,0.786869263,0.993434631,3,0.819667373,2,0.229333316,0.207928571
143,0.085973251,0.898201863,2,2,3,2,3.006613976,5.00E-06,0.365236919,0.782618459,2,0.940258748,4,0.342514403,0.280962293
144,0.022003784,0.855412521,3,2,3,2,1.649831654,1.35E-05,0.767603071,0.983801536,3,1.053039701,4,0.645285223,0.230813615
145,0.051284467,0.910422405,3,3,3,1,2.921194196,5.34E-06,0.331941384,0.765970692,2,1.000530624,4,0.372626557,0.084185011
146,0.039314202,0.872525044,1,2,1,3,2.82929615,1.16E-05,0.797682313,0.998841157,0,1.239352588,4,0.50216859,0.157962269
147,0.082024254,0.915024348,3,2,3,1,2.109590575,3.04E-06,0.33849838,0.76924919,0,0.770649495,4,0.457675361,0.105493521
148,0.049709943,0.917317603,2,3,2,2,1.931313339,3.55E-06,0.684018041,0.942009021,2,1.08660916,4,0.430868976,0.132758505
149,0.028206511,0.919154862,1,2,3,1,3.481699562,6.52E-06,0.636278227,0.918139114,2,1.124639045,3,0.312422367,0.157978637
150,0.094843012,0.868959781,2,2,3,2,3.262981147,6.09E-06,0.771706384,0.985853192,1,1.029210613,2,0.401300527,0.237770181
151,0.058263284,0.857333778,1,3,3,1,3.318310427,1.62E-05,0.332655961,0.76632798,2,0.897911689,4,0.335332633,0.072344494
152,0.083543084,0.885313026,2,2,2,3,2.736504674,1.04E-05,0.791508988,0.995754494,3,1.194820786,2,0.529096509,0.456222249
153,0.096081517,0.900652623,2,3,2,2,3.270812647,8.34E-06,0.590873093,0.895436547,3,1.198894449,1,0.289831059,0.475154235
154,0.022571103,0.901708074,2,3,3,2,2.352577557,1.73E-05,0.656558663,0.928279331,0,1.200680874,3,0.545570259,0.270888842
155,0.036995586,0.896678522,3,3,2,1,3.460190738,1.28E-05,0.711560762,0.955780381,1,1.136676304,1,0.491107468,0.270163687
156,0.097968951,0.855413476,1,3,3,3,1.579149644,1.16E-05,0.467285621,0.83364281,2,1.000188163,2,0.475245241,0.201973734
157,0.034111485,0.918687186,2,3,3,2,2.673678651,6.50E-06,0.656558895,0.928279448,2,0.947341801,2,0.403594593,0.455024231
158,0.078734423,0.859537625,1,3,3,3,3.001627997,8.41E-06,0.376501659,0.788250829,2,1.12410315,1,0.521939028,0.216161052
159,0.035437853,0.84441435,2,3,2,2,1.751067987,5.93E-06,0.463377126,0.831688563,2,0.851062619,4,0.496585267,0.10004124
160,0.097311942,0.884840118,2,2,3,2,1.587253857,9.07E-06,0.216908576,0.708454288,3,1.119063722,3,0.379758935,0.401113431
161,0.059283169,0.879221239,2,1,2,2,3.028292706,1.30E-05,0.674674198,0.937337099,1,1.110910446,3,0.171542029,0.225382477
162,0.064160858,0.863148404,2,3,3,2,2.639031255,1.57E-05,0.280226129,0.740113065,2,1.092321691,4,0.36578314,0.158761079
163,0.046375872,0.912281185,2,3,3,2,2.01587772,1.63E-05,0.206383183,0.703191591,3,0.933151875,3,0.593241068,0.231760466
164,0.044315799,0.879563423,2,3,3,2,2.828605861,9.51E-06,0.715130963,0.957565481,1,1.008384762,2,0.646303113,0.093404536
165,0.096816658,0.863644119,2,2,2,2,2.576739513,8.96E-06,0.553205254,0.876602627,3,0.99113252,2,0.436069311,0.109387982
166,0.025020306,0.840911341,2,2,2,3,2.115785801,6.55E-06,0.300630104,0.750315052,2,0.75629454,2,0.373222098,0.473922766
167,0.033709114,0.885462589,2,3,3,2,3.406836607,5.70E-06,0.255007183,0.727503591,1,1.200445622,3,0.188660103,0.480260543
168,0.022197906,0.883195741,2,2,2,1,3.335319513,7.78E-06,0.49018561,0.845092805,0,1.176804988,2,0.313725003,0.308843868
169,0.081756974,0.882093735,2,2,3,2,2.265899971,8.20E-06,0.704043749,0.952021875,2,0.928515013,4,0.193093917,0.076900794
170,0.0515848,0.896693416,1,2,3,1,2.40013407,7.94E-06,0.326110941,0.763055471,3,0.986195087,2,0.281425525,0.155650961
171,0.024275471,0.887558701,1,3,3,2,3.245465062,1.30E-05,0.308143099,0.75407155,2,0.938324959,1,0.255752125,0.208921357
172,0.064727751,0.868536799,2,2,3,2,2.765272044,3.45E-06,0.376435277,0.788217639,0,1.248626589,1,0.624849845,0.419537318
173,0.051144117,0.876016422,1,3,3,1,2.43888713,7.66E-06,0.246453172,0.723226586,2,0.918651229,1,0.188608628,0.056931547
174,0.033598927,0.898629139,3,2,3,1,2.005880381,7.52E-06,0.378274401,0.789137201,1,1.01566632,2,0.516075481,0.069360711
175,0.084429135,0.848616757,1,2,2,1,3.226160078,1.78E-05,0.309533617,0.754766809,1,0.867246958,2,0.355170876,0.126045513
176,0.024104198,0.8658851,2,2,2,1,2.562450906,3.42E-05,0.472524733,0.836262366,3,1.090351202,2,0.664444185,0.342101964
177,0.074633484,0.87840391,3,2,3,2,2.34757757,1.15E-05,0.518874453,0.859437227,2,1.18104382,2,0.184232635,0.379275074
178,0.09144536,0.850700581,2,2,2,2,2.127145936,1.60E-05,0.342763571,0.771381786,3,1.221125289,1,0.541026674,0.341485683
179,0.039109534,0.87726116,2,3,3,2,1.624333031,1.29E-05,0.230205761,0.715102881,2,1.004186793,4,0.178690343,0.252915668
180,0.034992077,0.904121983,3,3,3,2,3.158614772,7.47E-06,0.684870515,0.942435258,0,1.216012782,1,0.195037084,0.296154002
181,0.084183961,0.85881064,3,3,3,2,3.116125875,1.42E-05,0.209360225,0.704680113,2,1.045498392,1,0.658815631,0.183344363
182,0.060959861,0.902442775,2,2,2,2,1.98116345,7.94E-06,0.775129022,0.987564511,3,0.818342598,2,0.415566555,0.385111763
183,0.071091941,0.85624241,2,3,3,2,1.742259326,2.57E-05,0.35386404,0.77693202,1,1.125078747,1,0.632548738,0.135029757
184,0.050726047,0.893828394,1,2,2,1,2.666945931,1.01E-05,0.383614442,0.791807221,3,1.114611084,2,0.630279028,0.359048945
185,0.098160666,0.885601696,2,2,3,1,2.369264695,8.68E-06,0.589305123,0.894652561,2,0.778560083,3,0.234756491,0.13258002
186,0.049401072,0.907533032,3,3,3,1,2.381481793,9.68E-06,0.443138508,0.821569254,2,1.170337979,4,0.524071257,0.215818068
187,0.08103382,0.876602555,3,3,3,3,3.021610894,3.41E-06,0.328751968,0.764375984,2,0.968341836,1,0.470777385,0.331528352
188,0.069144819,0.89217273,3,3,3,3,2.946173561,1.13E-05,0.425524965,0.812762483,3,1.144495152,1,0.560859375,0.401102346
189,0.044103855,0.841724576,2,3,2,2,2.520881188,1.30E-05,0.242897005,0.721448502,3,0.86836626,2,0.24250308,0.086506596
190,0.035548864,0.847976012,2,3,3,2,2.754365189,9.01E-06,0.400347619,0.80017381,2,1.020912163,4,0.240817537,0.468223687
191,0.040334825,0.848553622,1,2,2,1,2.322023099,9.40E-06,0.443638046,0.821819023,1,0.929913163,2,0.601998533,0.399070705
192,0.072785046,0.890361697,3,3,3,3,2.287107578,5.50E-06,0.643290005,0.921645002,0,0.945767865,2,0.524513556,0.269056235
193,0.078743271,0.886168296,2,3,3,2,3.373038147,1.34E-05,0.395150459,0.797575229,2,1.195305155,4,0.330065004,0.246136365
194,0.040352533,0.900752714,2,2,3,2,2.05585962,1.41E-05,0.207544239,0.703772119,2,0.933210621,4,0.226456823,0.251052687
195,0.051129376,0.848184376,2,3,3,3,2.137402055,2.81E-05,0.585798539,0.89289927,1,0.892157679,1,0.381873615,0.187857262
196,0.095711244,0.914579198,1,2,2,2,2.389124718,1.07E-05,0.707135728,0.953567864,2,0.970930912,2,0.253155753,0.278828895
197,0.069316076,0.890529207,2,2,3,3,2.785010508,2.01E-05,0.263759311,0.731879655,1,0.75569616,3,0.450442948,0.279847204
198,0.031251254,0.851052057,2,3,3,2,2.342241428,5.86E-06,0.75514279,0.977571395,3,1.102473477,1,0.244068965,0.417932469
199,0.061236688,0.901778954,3,3,2,2,3.31878682,1.47E-05,0.597130789,0.898565395,3,0.977136041,2,0.530810551,0.407674138
